pop,tr,plantID,year,area,log_size,surv,log_size_t0,growth
TopUpper,1,724,2023,58.3265444776995,4.066057298100388,1,4.1227534781273,-0.056696180026912124
TopUpper,1,724,2024,69.11946409141117,4.235836371158613,1,4.066057298100388,0.16977907305822537
TopUpper,1,724,2025,68.61946409141117,4.228576227598163,1,4.235836371158613,-0.0072601435604502385
TopUpper,1,725,2023,32.70353755551324,3.487483254177731,1,3.3707761173504625,0.11670713682726852
TopUpper,1,725,2024,35.84513020910303,3.5792077198579544,1,3.487483254177731,0.09172446568022341
TopUpper,1,725,2025,33.70353755551324,3.5176028038228306,1,3.5792077198579544,-0.06160491603512375
TopUpper,1,726,2023,43.48672286269283,3.7724556699577705,1,3.6723722114007877,0.10008345855698275
TopUpper,1,726,2024,52.411500823462205,3.959126048608268,1,3.7724556699577705,0.18667037865049751
TopUpper,1,726,2025,51.911500823462205,3.9495403614509024,1,3.959126048608268,-0.00958568715736563
TopUpper,1,727,2023,97.85486074759096,4.583485368107439,1,4.5881409868341985,-0.004655618726759236
TopUpper,1,727,2024,95.96813487046279,4.5640162079347215,1,4.583485368107439,-0.019469160172717714
TopUpper,1,727,2025,78.54512719466771,4.36367332833652,1,4.5640162079347215,-0.2003428795982014
TopUpper,1,728,2023,36.84513020910303,3.6067234581821315,1,3.5197011614403233,0.08702229674180817
TopUpper,1,728,2024,36.84513020910303,3.6067234581821315,1,3.6067234581821315,0
TopUpper,1,728,2025,33.132741228718345,3.5005219544741286,1,3.6067234581821315,-0.10620150370800285
TopUpper,1,729,2023,74.04866776461628,4.304722549527204,1,4.234811585890988,0.0699109636362163
TopUpper,1,729,2024,70.47787143782138,4.255298780232896,1,4.304722549527204,-0.04942376929430825
TopUpper,1,730,2024,49.340704496667314,3.8987493894076115,1,2.98102278086574,0.9177266085418716
TopUpper,1,730,2025,49.840704496667314,3.9088320095451743,1,3.8987493894076115,0.010082620137562781
TopUpper,1,731,2023,44.28583772020568,3.790664935650445,1,4.233785749361108,-0.44312081371066325
TopUpper,1,732,2024,28.561944901923447,3.3520752339596087,1,3.3520752339596087,0
TopUpper,1,732,2025,35.34513020910303,3.5651606235630275,1,3.3520752339596087,0.21308538960341883
TopUpper,1,733,2023,52.911500823462205,3.9686207221055456,1,3.7582165936114533,0.2104041284940923
TopUpper,1,733,2024,51.911500823462205,3.9495403614509024,1,3.9686207221055456,-0.019080360654643247
TopUpper,1,733,2025,50.911500823462205,3.930088847414157,1,3.9495403614509024,-0.019451514036745277
TopUpper,1,734,2023,22.77875959474386,3.1258285050327177,1,2.745112857476373,0.3807156475563449
TopUpper,1,734,2024,22.27875959474386,3.103633740023793,1,3.1258285050327177,-0.022194765008924477
TopUpper,1,734,2025,29.061944901923447,3.369429583016294,1,3.103633740023793,0.2657958429925009
